Year,Title,Gross
2001,Life as a House,"$23,903,791 "
2001,The Glass House,"$23,619,609 "
2001,Tomcats,"$23,430,766 "
2001,Kingdom Come,"$23,396,049 "
2001,Two Can Play That Game,"$22,391,450 "
2001,Winged Migration,"$21,493,351 "
2001,Amores Perros,"$20,908,467 "
2001,Mulholland Drive,"$20,117,339 "
2001,Himalaya 2001 Re-release,"$19,960,881 "
2001,Crazy/Beautiful,"$19,937,988 "
2001,Get Over It,"$19,900,366 "
2001,Summer Catch,"$19,772,447 "
2001,Shackleton's Antarctic Adventure,"$19,613,216 "
2001,Rock Star,"$19,334,145 "
2001,O,"$19,260,537 "
2001,The Man Who Wasn't There,"$18,916,623 "
2001,The Curse of the Jade Scorpion,"$18,914,307 "
2001,3000 Miles to Graceland,"$18,720,175 "
2001,Max Keeble's Big Move,"$18,634,654 "
2001,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack","$18,623,382 "
2001,Antitrust,"$18,195,610 "
2001,Jason X,"$16,951,798 "
2001,Sugar & Spice,"$16,908,947 "
2001,Just Visiting,"$16,176,732 "
2001,Iris,"$16,153,953 "
2001,Lantana,"$15,747,450 "
2001,Enigma 2001 Re-release,"$15,705,007 "
2001,With a Friend Like Harry...,"$15,472,186 "
2001,Brother,"$15,250,594 "
2001,Josie and the Pussycats,"$14,866,015 "
2001,Out Cold,"$14,782,676 "
2001,Iron Monkey,"$14,694,904 "
2001,Together,"$14,572,229 "
2001,Freddy Got Fingered,"$14,333,252 "
2001,Osmosis Jones,"$14,026,418 "
2001,Ghosts of Mars,"$14,010,832 "
2001,American Outlaws,"$13,678,913 "
2001,One Night at McCool's,"$13,473,370 "
2001,Vidocq,"$13,240,767 "
2001,Head Over Heels,"$13,127,022 "
2001,Formula 51,"$12,881,605 "
2001,The Girl from Paris,"$12,812,396 "
2001,Apocalypse Now Redux,"$12,543,269 "
2001,Say It Isn't So,"$12,320,393 "
2001,The Son's Room,"$11,767,402 "
2001,Les rois mages,"$11,702,020 "
2001,The Experiment,"$11,455,141 "
2001,Kabhi Khushi Kabhie Gham...,"$11,329,690 "
2001,The Little Polar Bear,"$11,243,547 "
2001,Inuyasha the Movie: Affections Touching Across Time,"$10,539,779 "
2001,Town & Country,"$10,372,291 "
2001,Wasabi,"$10,366,360 "
2001,The Wash,"$10,229,331 "
2001,Sexy Beast,"$10,045,677 "
2001,Girls on Top,"$10,038,662 "
2001,The Deep End,"$10,031,529 "
2001,Mad Love,"$9,306,362 "
2001,Kandahar,"$8,914,751 "
2001,Son of the Bride,"$8,772,695 "
2001,Ghost World,"$8,764,007 "
2001,The Forsaken,"$8,704,851 "
2001,Tini: The New Life of Violetta,"$8,678,476 "
2001,The Prince and the Pirate,"$8,579,972 "
2001,Bones,"$8,378,853 "
2001,Merry Christmas,"$8,228,560 "
2001,The Hole,"$7,644,361 "
2001,Sex and Lucía,"$7,640,680 "
2001,Monkeybone,"$7,622,365 "
2001,Mean Machine,"$7,310,206 "
2001,The Slurb,"$6,854,681 "
2001,China: The Panda Adventure,"$6,784,985 "
2001,The Road Home,"$6,780,490 "
2001,The Piano Teacher,"$6,749,315 "
2001,Under the Sand,"$6,531,687 "
2001,The Devil's Backbone,"$6,459,020 "
2001,Megiddo: The Omega Code 2,"$6,047,691 "
2001,Chaos,"$6,042,938 "
2001,Tom Thumb,"$5,867,304 "
2001,The Golden Bowl,"$5,753,678 "
2001,A Fish Tale,"$5,595,327 "
2001,Made,"$5,480,653 "
2001,Read My Lips,"$5,393,526 "
2001,Charlotte Gray,"$5,323,109 "
2002,The Lord of the Rings: The Two Towers,"$936,703,641 "
2002,Harry Potter and the Chamber of Secrets,"$878,979,634 "
2002,Spider-Man,"$821,708,551 "
2002,Star Wars: Episode II - Attack of the Clones,"$645,256,452 "
2002,Men in Black II,"$441,818,803 "
2002,Die Another Day,"$431,971,116 "
2002,Signs,"$408,247,917 "
2002,Ice Age,"$383,257,136 "
2002,My Big Fat Greek Wedding,"$368,744,044 "
2002,Minority Report,"$358,372,926 "
2002,Catch Me If You Can,"$352,114,312 "
2002,Chicago,"$306,776,732 "
2002,Austin Powers in Goldmember,"$296,938,801 "
2002,xXx,"$277,448,382 "
2002,Scooby-Doo,"$275,650,703 "
2002,Lilo & Stitch,"$273,144,151 "
2002,The Ring,"$249,348,933 "
2002,8 Mile,"$242,875,078 "
2002,The Bourne Identity,"$214,034,224 "
2002,Red Dragon,"$209,196,298 "
2002,Two Weeks Notice,"$199,043,242 "
2002,Panic Room,"$196,397,415 "
2002,The Sum of All Fears,"$193,921,372 "
2002,Gangs of New York,"$193,772,504 "
2002,Road to Perdition,"$181,001,478 "
2002,Sweet Home Alabama,"$180,622,424 "
2002,The Scorpion King,"$178,799,308 "
2002,Hero,"$177,395,557 "
2002,The Santa Clause 2,"$172,855,065 "
2002,Mr. Deeds,"$171,269,535 "
2002,Stuart Little 2,"$169,956,806 "
2002,Blade II,"$155,010,032 "
2002,Maid in Manhattan,"$154,906,693 "
2002,About a Boy,"$130,549,455 "
2002,Space Station 3D,"$128,363,881 "
2002,The Time Machine,"$123,729,176 "
2002,Spirit: Stallion of the Cimarron,"$122,563,539 "
2002,The Pianist,"$120,072,577 "
2002,Spy Kids 2: Island of Lost Dreams,"$119,723,358 "
2002,Unfaithful,"$119,137,784 "
2002,Snow Dogs,"$115,035,090 "
2002,We Were Soldiers,"$114,660,784 "
2002,Insomnia,"$113,714,830 "
2002,Return to Never Land,"$109,862,682 "
2002,Treasure Planet,"$109,578,115 "
2002,The Hours,"$108,846,072 "
2002,Asterix & Obelix: Mission Cleopatra,"$108,012,365 "
2002,About Schmidt,"$105,834,556 "
2002,The Tuxedo,"$104,391,623 "
2002,Resident Evil,"$102,984,862 "
2002,John Q,"$102,244,770 "
2002,40 Days and 40 Nights,"$95,146,283 "
2002,Changing Lanes,"$94,935,764 "
2002,28 Days Later,"$82,719,885 "
2002,Reign of Fire,"$82,150,183 "
2002,The Rookie,"$80,693,537 "
2002,Jackass: The Movie,"$79,493,831 "
2002,Collateral Damage,"$78,382,433 "
2002,Showtime,"$77,741,732 "
2002,Windtalkers,"$77,628,265 "
2002,Barbershop,"$77,063,924 "
2002,Bend It Like Beckham,"$76,583,333 "
2002,The Count of Monte Cristo,"$75,395,048 "
2002,Divine Secrets of the Ya-Ya Sisterhood,"$73,839,240 "
2002,E.T. the Extra-Terrestrial 20th Anniversary,"$69,177,751 "
2002,The Sweetest Thing,"$68,696,770 "
2002,Ghost Ship,"$68,349,884 "
2002,Star Trek: Nemesis,"$67,336,470 "
2002,Bad Company,"$65,977,295 "
2002,K-19: The Widowmaker,"$65,716,126 "
2002,High Crimes,"$63,781,810 "
2002,Like Mike,"$62,274,780 "
2002,Crossroads,"$61,141,030 "
2002,The Wild Thornberrys,"$60,694,737 "
2002,Bowling for Columbine,"$58,008,423 "
2002,Drumline,"$57,588,485 "
2002,Murder by Numbers,"$56,714,147 "
2002,Frida,"$56,298,474 "
2002,The Mothman Prophecies,"$55,157,539 "
2002,Analyze That,"$55,003,135 "
2002,The Hot Chick,"$54,639,553 "
2002,The Cat Returns,"$53,452,680 "
2002,Big Fat Liar,"$52,970,014 "
2002,Dragonfly,"$52,323,400 "
2002,One Hour Photo,"$52,223,306 "
2002,Blue Crush,"$51,843,679 "
2002,Enough,"$51,806,184 "
2002,I Spy,"$51,386,477 "
2002,Talk to Her 2002 Re-release,"$51,001,550 "
2002,A Walk to Remember,"$47,494,916 "
2002,Eight Legged Freaks,"$45,867,333 "
2002,Queen of the Damned,"$45,479,110 "
2002,The Transporter,"$43,928,932 "
2002,The Master of Disguise,"$43,411,001 "
2002,Orange County,"$43,325,009 "
2002,8 Women,"$42,426,583 "
2002,Undercover Brother,"$41,604,473 "
2002,Pinocchio,"$41,314,585 "
2002,Clockstoppers,"$38,793,283 "
2002,National Lampoon's Van Wilder,"$38,275,483 "
2002,The Banger Sisters,"$38,068,353 "
2002,Halloween: Resurrection,"$37,664,855 "
2002,Swimfan,"$34,411,240 "
2002,Darkness,"$33,988,736 "
2002,Friday After Next,"$33,526,835 "
2002,The Crocodile Hunter: Collision Course,"$33,082,548 "
2002,Confessions of a Dangerous Mind,"$33,013,805 "
2002,Adaptation.,"$32,801,173 "
2002,Hart's War,"$32,287,044 "
2002,Blood Work,"$31,794,718 "
2002,The New Guy,"$31,167,388 "
2002,City of God,"$30,641,770 "
2002,Solaris,"$30,002,758 "
2002,The Four Feathers,"$29,882,645 "
2002,City by the Sea,"$29,414,087 "
2002,Christmas on the Nile,"$29,320,869 "
2002,Far from Heaven,"$29,027,914 "
2002,Family Honor,"$28,903,789 "
2002,Brown Sugar,"$28,316,451 "
2002,The Spanish Apartment,"$28,193,749 "
2002,Pokemon 4Ever: Celebi - Voice of the Forest,"$28,023,563 "
2002,The Quiet American,"$27,674,124 "
2002,The Crime of Padre Amaro,"$26,996,738 "
2002,All About the Benjamins,"$26,306,533 "
2002,Rollerball,"$25,852,764 "
2002,Jonah: A VeggieTales Movie,"$25,615,231 "
2002,The Way Home,"$24,952,738 "
2002,Punch-Drunk Love,"$24,665,649 "
2002,The Guru,"$24,128,852 "
2002,Dark Water,"$24,010,000 "
2002,25th Hour,"$23,928,503 "
2002,Sex Is Zero,"$23,915,279 "
2002,Eight Crazy Nights,"$23,833,131 "
2002,Detective Conan: The Phantom of Baker Street,"$23,786,606 "
2002,Antwone Fisher,"$23,367,586 "
2002,Ali G Indahouse,"$23,280,529 "
2002,Super Troopers,"$23,182,223 "
2002,"The Legend of Al, John and Jack","$23,039,985 "
2002,Phone,"$21,784,403 "
2002,White Oleander,"$21,672,284 "
2002,Pokémon Heroes,"$20,867,919 "
2002,Serving Sara,"$20,146,150 "
2002,Asterix & Obelix: Mission Cleopatra 2002 Re-release,"$20,015,611 "
2002,Ballistic: Ecks vs. Sever,"$19,924,033 "
2002,S1m0ne,"$19,576,023 "
2002,The Lion King 2002 IMAX Release,"$19,486,215 "
2002,Tuck Everlasting,"$19,344,615 "
2002,Half Past Dead,"$19,233,280 "
2002,Martin Lawrence Live: Runteldat,"$19,184,820 "
2002,Feardotcom,"$18,902,015 "
2002,Empire,"$18,591,272 "
2002,The Country Bears,"$18,012,097 "
2002,Jail Breakers,"$17,797,711 "
2002,The Last Kiss,"$17,720,347 "
2002,Frailty,"$17,423,030 "
2002,The Importance of Being Earnest,"$17,290,970 "
2002,Kung Pow: Enter the Fist,"$16,994,625 "
2002,Dead Weight,"$16,987,957 "
2002,Life or Something Like It,"$16,872,671 "
2002,The Good Girl,"$16,856,124 "
2002,Femme Fatale,"$16,838,910 "
2002,They,"$16,446,271 "
2002,The Powerpuff Girls Movie,"$16,426,471 "
2002,The Magdalene Sisters,"$16,373,112 "
2002,The Emperor's Club,"$16,318,449 "
2002,Rabbit-Proof Fence,"$16,217,411 "
2002,Birthday Girl,"$16,171,098 "
2002,To Be and to Have,"$16,063,920 "
2002,Doraemon: Nobita and the Robot Kingdom,"$16,053,687 "
2002,Public Enemy,"$15,897,574 "
2002,Hey Arnold! The Movie,"$15,249,308 "
2002,Boat Trip,"$15,020,293 "
2002,Undisputed,"$14,946,150 "
2002,Possession,"$14,815,898 "
2002,Hollywood Ending,"$14,569,744 "
2002,Stealing Harvard,"$14,277,032 "
2002,Godzilla Against Mechagodzilla,"$14,122,958 "
2002,Wet Dreams,"$13,936,317 "
2002,Dirty Pretty Things,"$13,904,766 "
2002,Juwanna Mann,"$13,802,599 "
2002,Trapped,"$13,414,416 "
2002,Toei Spring Anime Fair,"$13,107,237 "
2002,Long Time Dead,"$13,102,295 "
2002,Knockaround Guys,"$12,806,614 "
2002,Narc,"$12,633,747 "
2002,The Other Side of the Bed,"$12,630,208 "
2002,Sorority Boys,"$12,517,488 "
2002,Nine Queens,"$12,413,888 "
2002,Abandon,"$12,302,219 "
2002,The Eye,"$12,165,016 "
2002,2009: Lost Memories,"$12,049,825 "
2002,The Rules of Attraction,"$11,819,244 "
2002,Mohou-han,"$11,702,775 "
2002,The Order,"$11,560,806 "
2002,Adrenaline Rush: The Science of Risk,"$11,011,932 "
2002,Extreme Ops,"$10,959,475 "
2002,Champion,"$10,569,737 "
2002,Bibi Blocksberg,"$10,325,928 "
2002,Kamen Rider Ryuki: Episode Final,"$10,112,538 "
2002,Pulse: A Stomp Odyssey,"$10,086,514 "
2003,The Lord of the Rings: The Return of the King,"$1,140,697,968 "
2003,Finding Nemo,"$871,014,978 "
2003,The Matrix Reloaded,"$739,412,035 "
2003,Pirates of the Caribbean: The Curse of the Black Pearl,"$654,264,015 "
2003,Bruce Almighty,"$484,592,874 "
2003,The Last Samurai,"$454,627,263 "
2003,Terminator 3: Rise of the Machines,"$433,371,112 "
2003,The Matrix Revolutions,"$427,343,298 "
2003,X-Men 2,"$407,711,549 "
2003,Bad Boys II,"$273,339,556 "
2003,Something's Gotta Give,"$265,328,738 "
2003,Charlie's Angels: Full Throttle,"$259,175,788 "
2003,The Village,"$256,697,520 "
2003,Brother Bear,"$250,397,798 "
2003,Hulk,"$245,285,165 "
2003,Love Actually,"$244,931,766 "
2003,2 Fast 2 Furious,"$236,350,661 "
2003,American Wedding,"$232,722,935 "
2003,Scary Movie 3,"$220,673,217 "
2003,Elf,"$220,443,451 "
2003,Master and Commander: The Far Side of the World,"$211,622,535 "
2003,S.W.A.T.,"$207,725,639 "
2003,Spy Kids 3: Game Over,"$197,011,982 "
2003,Anger Management,"$195,745,823 "
2003,Cheaper by the Dozen,"$190,212,113 "
2003,The Haunted Mansion,"$182,290,266 "
2003,Kill Bill: Vol. 1,"$180,899,045 "
2003,The League of Extraordinary Gentlemen,"$179,265,204 "
2003,Daredevil,"$179,179,718 "
2003,How to Lose a Guy in 10 Days,"$177,503,042 "
2003,The Italian Job,"$176,070,171 "
2003,Cold Mountain,"$173,013,509 "
2003,Bringing Down the House,"$164,729,679 "
2003,Daddy Day Care,"$164,433,867 "
2003,Freaky Friday,"$160,846,332 "
2003,Johnny English,"$160,466,000 "
2003,Lara Croft: Tomb Raider - The Cradle of Life,"$160,099,222 "
2003,Mystic River,"$156,595,191 "
2003,Bayside Shakedown 2,"$155,138,312 "
2003,Seabiscuit,"$148,336,445 "
2003,Gothika,"$141,591,324 "
2003,Mona Lisa Smile,"$141,337,989 "
2003,The Jungle Book 2,"$135,703,599 "
2003,The Cat in the Hat,"$133,960,541 "
2003,School of Rock,"$131,095,614 "
2003,"Legally Blonde 2: Red, White & Blonde","$124,914,842 "
2003,Big Fish,"$123,218,424 "
2003,Peter Pan,"$121,975,011 "
2003,Intolerable Cruelty,"$120,801,243 "
2003,Lost in Translation,"$118,685,453 "
2003,Paycheck,"$117,248,958 "
2003,Freddy vs. Jason,"$116,632,628 "
2003,The Texas Chainsaw Massacre,"$107,071,655 "
2003,Just Married,"$101,564,935 "
2003,The Recruit,"$101,191,884 "
2003,Once Upon a Time in Mexico,"$98,096,026 "
2003,Phone Booth,"$97,837,138 "
2003,Underworld,"$95,708,457 "
2003,Calendar Girls,"$93,400,759 "
2003,Final Destination 2,"$90,941,129 "
2003,Identity,"$90,259,536 "
2003,Kangaroo Jack,"$88,929,111 "
2003,Shanghai Knights,"$88,323,487 "
2003,Old School,"$87,135,520 "
2003,Tears of the Sun,"$86,468,162 "
2003,Sinbad: Legend of the Seven Seas,"$80,773,077 "
2003,The Rundown,"$80,657,921 "
2003,Runaway Jury,"$80,154,140 "
2003,Good Bye Lenin!,"$79,316,957 "
2003,Bad Santa,"$76,488,889 "
2003,Dreamcatcher,"$75,715,436 "
2003,The Core,"$73,498,611 "
2003,Holes,"$71,406,573 "
2003,Looney Tunes: Back in Action,"$68,514,844 "
2003,Open Range,"$68,296,293 "
2003,Stuck on You,"$65,784,503 "
2003,Matchstick Men,"$65,565,672 "
2003,Taxi 3,"$65,497,208 "
2003,Jeepers Creepers 2,"$63,102,666 "
2003,Piglet's Big Movie,"$62,870,546 "
2003,Honey,"$62,228,395 "
2003,21 Grams,"$60,427,839 "
2003,Under the Tuscan Sun,"$58,878,723 "
2003,Agent Cody Banks,"$58,795,814 "
2003,Monster,"$58,469,210 "
2003,Cradle 2 the Grave,"$56,489,558 "
2003,The Lizzie McGuire Movie,"$55,534,455 "
2003,Out of Time,"$55,495,563 "
2003,Rugrats Go Wild,"$55,250,496 "
2003,Radio,"$53,293,628 "
2003,Hollywood Homicide,"$51,142,659 "
2003,What a Girl Wants,"$50,732,139 "
2003,The Jungle Book 2 2003 Re-release,"$50,600,160 "
2003,National Security,"$50,097,949 "
2003,Secondhand Lions,"$48,249,017 "
2003,Darkness Falls,"$47,488,536 "
2003,Torque,"$46,546,197 "
2003,The Hunted,"$46,061,847 "
2003,Good Boy,"$45,312,217 "
2003,Uptown Girls,"$44,617,342 "
2003,A Man Apart,"$44,350,926 "
2003,Timeline,"$43,935,763 "
2003,Basic,"$42,792,561 "
2003,Whale Rider,"$41,062,976 "
2003,Down with Love,"$39,468,111 "
2003,Dumb and Dumberer: When Harry Met Lloyd,"$39,267,515 "
2003,The Life of David Gale,"$38,955,598 "
2003,Head of State,"$38,620,484 "
2003,The Missing,"$38,364,277 "
2003,Bulletproof Monk,"$37,713,879 "
2003,Malibu's Most Wanted,"$34,622,504 "
2003,The Medallion,"$34,268,701 "
2003,The Fighting Temptations,"$33,972,062 "
2003,Pokémon: Jirachi - Wish Maker,"$33,393,751 "
2003,Girl with a Pearl Earring,"$33,030,115 "
2003,Suddenly Paradise,"$31,679,869 "
2003,The Blind Swordsman: Zatoichi,"$31,167,430 "
2003,Cabin Fever,"$30,553,394 "
2003,Laws of Attraction,"$30,031,874 "
2003,Luther,"$29,413,900 "
2003,Bugs!,"$29,388,999 "
2003,Cold Creek Manor,"$29,119,434 "
2003,Wrong Turn,"$28,650,575 "
2003,Ruby & Quentin,"$27,720,972 "
2003,The In-Laws,"$26,891,849 "
2003,In America,"$25,382,911 "
2003,The Miracle of Bern,"$24,816,750 "
2003,Detective Conan: Crossroad in the Ancient Capital,"$24,342,320 "
2003,Mortadelo & Filemon: The Big Adventure,"$23,920,411 "
2003,Dickie Roberts: Former Child Star,"$23,769,505 "
2003,In the Cut,"$23,726,793 "
2003,Biker Boyz,"$23,510,621 "
2003,Yomigaeri,"$23,259,542 "
2003,Confidence,"$23,014,206 "
2003,The Human Stain,"$22,954,068 "
2003,Swimming Pool,"$22,441,497 "
2003,Chouchou,"$22,288,364 "
2003,Ghosts of the Abyss,"$22,141,539 "
2003,Love Don't Cost a Thing,"$21,964,072 "
2003,The Barbarian Invasions 2003 Re-release,"$21,815,430 "
2003,Doraemon: Nobita and the Wind Wizard,"$20,428,491 "
2003,Ong-Bak: The Thai Warrior,"$20,235,426 "
2003,View from the Top,"$19,526,014 "
2003,Duplex,"$19,322,135 "
2003,Deep Blue,"$19,288,261 "
2003,A Mighty Wind,"$18,750,246 "
2003,My Boss's Daughter,"$18,191,005 "
2003,My Tutor Friend,"$17,896,209 "
2003,The New World,"$17,823,920 "
2003,Deliver Us from Eva,"$17,573,594 "
2003,A Guy Thing,"$17,432,163 "
2003,Would I Lie to You? 2,"$17,317,084 "
2003,House of 1000 Corpses,"$16,829,545 "
2003,House of Sand and Fog,"$16,763,804 "
2003,Dogville,"$16,680,836 "
2003,Facing Windows,"$15,530,077 "
2003,Zelary,"$15,461,305 "
2003,Alex & Emma,"$15,368,897 "
2003,The Dreamers,"$15,121,165 "
2003,Oldboy,"$14,980,005 "
2003,Battle Royale II,"$14,899,584 "
2003,One Piece: Dead End Adventure,"$14,817,006 "
2003,The Triplets of Belleville,"$14,776,760 "
2003,Together with You,"$14,687,167 "
2003,How to Deal,"$14,390,329 "
2003,Football Days,"$14,117,202 "
2003,Touching the Void,"$13,885,802 "
2003,House of the Dead,"$13,818,181 "
2003,Anything Else,"$13,585,075 "
2003,Kal Ho Naa Ho,"$13,200,241 "
2003,The Barbarian Invasions,"$13,065,317 "
2003,Onmyoji 2,"$13,022,862 "
2003,The Divorce,"$12,991,996 "
2003,Gods and Generals,"$12,923,936 "
2003,"Remember Me, My Love","$12,671,306 "
2003,Chasing Papi,"$12,661,189 "
2003,Winged Migration 2003 Re-release,"$12,634,963 "
2003,Seducing Doctor Lewis,"$12,504,038 "
2003,Monsieur Ibrahim,"$12,364,836 "
2003,Koi... Mil Gaya,"$12,168,232 "
2003,Dark Blue,"$12,150,301 "
2003,Beyond Borders,"$11,705,002 "
2003,The Dope,"$11,289,473 "
2003,Kamen Rider 555: Paradise Lost,"$11,067,556 "
2003,Godzilla: Tokyo S.O.S.,"$10,724,345 "
2003,The Cooler,"$10,464,788 "
2003,A Touch of Spice,"$10,395,779 "
2003,Thirteen,"$10,128,960 "
2003,Kisarazu Cat's Eye: Nihon Series,"$10,029,866 "
2003,Elephant,"$10,012,022 "
2003,Shin Chan: The Adult Empire Strikes Back,"$9,851,449 "
2003,My Life Without Me,"$9,726,954 "
2003,The Young Black Stallion,"$9,638,389 "
2003,Married for 7 Years,"$9,545,175 "
2003,Veronica Guerin,"$9,439,660 "
2003,The Flying Classroom,"$9,378,807 "
2003,Après Vous,"$8,852,763 "
2003,"Spring, Summer, Fall, Winter... and Spring","$8,836,246 "
2003,18 Years Later,"$8,785,730 "
2003,Le coeur des hommes,"$8,755,325 "
2004,Shrek 2,"$928,965,305 "
2004,Harry Potter and the Prisoner of Azkaban,"$795,634,069 "
2004,Spider-Man 2,"$788,618,317 "
2004,The Incredibles,"$631,442,092 "
2004,The Passion of the Christ,"$611,490,759 "
2004,The Day After Tomorrow,"$552,639,571 "
2004,Meet the Fockers,"$522,657,936 "
2004,Troy,"$497,409,852 "
2004,Shark Tale,"$374,583,879 "
2004,Ocean's Twelve,"$362,744,280 "
2004,"I, Robot","$353,133,898 "
2004,National Treasure,"$347,512,318 "
2004,Van Helsing,"$300,157,638 "
2004,The Bourne Supremacy,"$290,633,422 "
2004,The Polar Express,"$286,000,505 "
2004,Bridget Jones: The Edge of Reason,"$265,126,918 "
2004,Howl's Moving Castle,"$235,347,345 "
2004,Fahrenheit 9/11,"$222,446,882 "
2004,Collateral,"$220,239,925 "
2004,The Terminal,"$218,685,607 "
2004,Million Dollar Baby,"$216,763,646 "
2004,The Aviator,"$213,719,942 "
2004,A Series of Unfortunate Events,"$211,468,235 "
2004,King Arthur,"$203,567,857 "
2004,Garfield: The Movie,"$203,172,417 "
2004,50 First Dates,"$198,413,428 "
2004,The Grudge,"$187,281,115 "
2004,Scooby-Doo 2: Monsters Unleashed,"$181,216,833 "
2004,Along Came Polly,"$178,311,729 "
2004,Alien vs. Predator,"$177,427,090 "
2004,Starsky & Hutch,"$170,268,750 "
2004,Shall We Dance?,"$170,128,460 "
2004,Dodgeball: A True Underdog Story,"$168,423,227 "
2004,Alexander,"$167,298,192 "
2004,The Phantom of the Opera,"$154,648,887 "
2004,Kill Bill: Vol. 2,"$154,116,796 "
2004,Home on the Range,"$145,358,062 "
2004,The SpongeBob SquarePants Movie,"$140,192,993 "
2004,The Princess Diaries 2: Royal Engagement,"$134,734,481 "
2004,Blade: Trinity,"$131,883,935 "
2004,Man on Fire,"$130,834,852 "
2004,Mean Girls,"$130,134,426 "
2004,Resident Evil: Apocalypse,"$129,342,769 "
2004,Ray,"$123,971,376 "
2004,The Notebook,"$117,814,760 "
2004,The Forgotten,"$117,592,831 "
2004,Finding Neverland,"$116,650,613 "
2004,The Chronicles of Riddick,"$115,900,534 "
2004,Closer,"$115,505,027 "
2004,White Chicks,"$113,086,475 "
2004,Sideways,"$109,706,931 "
2004,Hidalgo,"$108,040,622 "
2004,The Stepford Wives,"$103,370,127 "
2004,Saw,"$103,096,345 "
2004,Dawn of the Dead,"$102,278,712 "
2004,Kung Fu Hustle,"$100,912,445 "
2004,Ladder 49,"$100,572,044 "
2004,Hellboy,"$99,318,987 "
2004,The Butterfly Effect,"$96,693,417 "
2004,Christmas with the Kranks,"$96,572,480 "
2004,13 Going on 30,"$96,455,697 "
2004,The Manchurian Candidate,"$96,105,910 "
2004,Secret Window,"$92,913,171 "
2004,House of Flying Daggers,"$92,863,945 "
2004,Downfall,"$92,181,574 "
2004,Anchorman: The Legend of Ron Burgundy,"$90,650,045 "
2004,Catwoman,"$82,402,379 "
2004,The Chorus,"$82,032,134 "
2004,Exorcist: The Beginning,"$78,110,021 "
2004,The Ladykillers,"$76,665,191 "
2004,(T)Raumschiff Surprise - Periode 1,"$76,341,401 "
2004,Tae Guk Gi: The Brotherhood of War,"$76,287,982 "
2004,Crying Out Love in the Center of the World,"$73,611,055 "
2004,Eternal Sunshine of the Spotless Mind,"$73,388,075 "
2004,Without a Paddle,"$73,029,190 "
2004,Around the World in 80 Days,"$72,178,895 "
2004,Anacondas: The Hunt for the Blood Orchid,"$70,992,898 "
2004,Taxi 2004 Re-release,"$70,778,329 "
2004,A Cinderella Story,"$70,080,371 "
2004,A Very Long Engagement,"$69,424,389 "
2004,Barbershop 2: Back in Business,"$65,991,448 "
2004,Taking Lives,"$65,470,529 "
2004,Miracle,"$64,445,708 "
2004,After the Sunset,"$62,657,868 "
2004,Two Brothers,"$62,172,050 "
2004,Friday Night Lights,"$61,950,770 "
2004,In Good Company,"$61,315,215 "
2004,Sky Captain and the World of Tomorrow,"$57,947,036 "
2004,Cellular,"$57,678,321 "
2004,The Motorcycle Diaries,"$57,663,224 "
2004,Seven Dwarves,"$57,410,311 "
2004,Walking Tall,"$57,223,890 "
2004,Spanglish,"$55,470,154 "
2004,The Punisher,"$54,700,105 "
2004,Open Water,"$54,683,487 "
2004,Team America: World Police,"$50,826,898 "
2004,You Got Served,"$50,576,805 "
2004,Raising Helen,"$49,718,611 "
2004,Fat Albert,"$48,551,322 "
2004,Be with You,"$46,616,207 "
2004,Napoleon Dynamite,"$46,118,097 "
2004,The Sea Inside,"$43,685,449 "
2004,Wimbledon,"$41,682,237 "
2004,Twisted,"$40,954,603 "
2004,Bad Education,"$40,350,837 "
2004,Crimson Rivers 2: Angels of the Apocalypse,"$40,152,148 "
2004,The Prince and Me,"$37,666,766 "
2004,Garden State,"$35,825,316 "
2004,Jersey Girl,"$35,492,921 "
2004,Alfie,"$35,060,882 "
2004,Flight of the Phoenix,"$35,021,497 "
2004,The Life Aquatic with Steve Zissou,"$34,808,403 "
2004,Pokémon the Movie: Destiny Deoxys,"$34,337,258 "
2004,Hotel Rwanda,"$33,882,243 "
2004,Confessions of a Teenage Drama Queen,"$33,251,890 "
2004,Night Watch,"$32,396,890 "
2004,Johnson Family Vacation,"$31,326,183 "
2004,The Girl Next Door,"$30,381,722 "
2004,Godsend,"$30,120,671 "
2004,Shaun of the Dead,"$30,039,392 "
2004,Yu-Gi-Oh!: The Movie - Pyramid of Light,"$29,144,802 "
2004,Agent Cody Banks 2: Destination London,"$28,818,995 "
2004,Thunderbirds,"$28,283,637 "
2004,Dirty Dancing: Havana Nights,"$27,685,016 "
2004,Ella Enchanted,"$27,388,767 "
2004,Doraemon: Nobita in the Wan-Nyan Spacetime Odyssey,"$26,663,978 "
2004,The Whole Ten Yards,"$26,170,671 "
2004,The Alamo,"$25,819,961 "
2004,Seed of Chucky,"$24,829,644 "
2004,Bride & Prejudice,"$24,716,440 "
2004,Podium,"$24,511,116 "
2004,Harold & Kumar Go to White Castle,"$23,936,908 "
2004,Birth,"$23,925,492 "
2004,Christmas in Love,"$22,668,087 "
2004,Detective Conan: Magician of the Silver Sky,"$22,618,511 "
2004,EuroTrip,"$22,605,153 "
2004,Quill: The Life of a Guide Dog,"$22,298,559 "
2004,NASCAR: The IMAX Experience,"$22,248,831 "
2004,Little Black Book,"$22,035,509 "
2004,Do You Know Claudia?,"$21,852,972 "
2004,Mr. 3000,"$21,839,377 "
2004,Wicker Park,"$21,568,818 "
